metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
number,non-normal,164.5806451612903,79.30311755741211,155.0,109.0,214.75,105.75,23.0,640.0,33.225,421.5500000000002,33.22,421.55,Mycobacterium_intracellulare,2046,0,,,,,,,,,,,,,,
longest,non-normal,477306.2805474096,276477.75089309394,377715.5,237290.5,728752.0,491461.5,77903.0,1426930.0,134543.9,1282114.425,134543.9,1282114.42,Mycobacterium_intracellulare,2046,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6765158934506353,0.0024974930005442,0.675881,0.67494875,0.678601,0.00365225,0.6706789999999999,0.6871639999999999,0.6713532249999999,0.682170825,0.6714,0.6822,Mycobacterium_intracellulare,2046,41,normal,0.6785047073170731,0.0022176794974389,0.679025,0.676868,0.680293,0.003425,0.673982,0.682225,0.6740742,0.6820419999999999,0.3734949812841237,1.5344171573628474e-05,0.0020070885487447
Completeness_Specific,non-normal,99.99998044965788,0.0004417252601251,100.0,100.0,100.0,0.0,99.99,100.0,100.0,100.0,94.49,100.0,Mycobacterium_intracellulare,2046,41,normal,96.4021951219512,0.8948729633104414,96.35,96.05,96.85,0.7999999999999972,94.49,97.84,94.54,97.832,1.0,7.884807959374601e-87,3.5977853277066507
Contamination,non-normal,0.5264662756598241,0.4222159986866093,0.39,0.26,0.64,0.38,0.02,4.3,0.07,2.361000000000004,0.07,12.23,Mycobacterium_intracellulare,2046,41,non-normal,4.062439024390244,3.5126022460513378,2.43,1.67,5.56,3.89,0.71,12.23,0.742,12.146,0.8348472927544525,1.8433914707571847e-31,3.53597274873042
Total_Coding_Sequences,non-normal,5784.9403714565005,450.0469687258154,5818.5,5402.0,6027.0,625.0,4866.0,7318.0,4970.45,7087.300000000001,4941.0,7087.3,Mycobacterium_intracellulare,2046,41,non-normal,5425.780487804878,354.7552582807066,5306.0,5161.0,5570.0,409.0,4941.0,6333.0,4958.2,6303.799999999999,0.4340056743675941,2.1397038910417437e-07,359.4609589204396
Genome_Size,non-normal,6114986.6524926685,430146.8799944229,6200101.5,5722405.25,6375893.75,653488.5,5173525.0,7421920.0,5287766.1,7229137.725000001,5257760.0,7229137.72,Mycobacterium_intracellulare,2046,41,normal,5756291.292682927,365935.3355353618,5645778.0,5476270.0,5938632.0,462362.0,5257760.0,6593403.0,5275482.0,6581453.0,0.4495982643110888,6.294264038680195e-08,359075.5533581289
N50,non-normal,159510.6739130435,45903.88577568038,160080.0,133481.0,192316.0,58835.0,27165.0,257208.0,31580.79,251991.58500000005,31580.79,251991.59,Sinorhizobium_medicae,184,0,,,,,,,,,,,,,,
number,non-normal,224.83152173913044,92.52760390629832,203.0,154.0,278.25,124.25,84.0,486.0,91.32,484.17,91.32,484.17,Sinorhizobium_medicae,184,0,,,,,,,,,,,,,,
longest,non-normal,449779.5108695653,130882.5850389091,425820.5,385146.0,531627.5,146481.5,165088.0,1000898.0,166665.46,923973.9500000008,166665.46,923973.95,Sinorhizobium_medicae,184,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6115150163043479,0.0005977939014804,0.611566,0.611094,0.61195975,0.0008657499999999,0.609043,0.6127,0.6097082049999999,0.6126935950000001,0.6095,0.6127,Sinorhizobium_medicae,184,12,normal,0.6107385833333333,0.0007130420111902,0.6107914999999999,0.610337,0.6111125,0.0007754999999999,0.609512,0.612162,0.609523935,0.61212548,0.5489130434782609,0.0010734151656947,0.0007815307971014
Completeness_Specific,non-normal,99.99157608695651,0.0092791651794344,99.99,99.99,100.0,0.0100000000000051,99.96,100.0,99.96,100.0,87.85,100.0,Sinorhizobium_medicae,184,12,normal,93.93833333333332,3.0609144421597643,94.075,92.16,96.57,4.409999999999997,87.85,97.8,87.9688,97.76315,1.0,4.202261831217267e-19,6.053242753623185
Contamination,non-normal,0.3329891304347826,0.2571885619610477,0.27,0.15,0.4325,0.2825,0.01,1.41,0.0283,1.3459500000000006,0.03,5.36,Sinorhizobium_medicae,184,12,normal,2.455833333333333,1.2014467551895738,2.1950000000000003,1.5175,3.1875,1.67,1.03,5.36,1.03,5.26925,0.9619565217391304,2.1174356915137573e-14,2.122844202898551
Total_Coding_Sequences,non-normal,6563.092391304348,207.1838795420815,6543.5,6411.5,6698.5,287.0,6170.0,7155.0,6191.96,7151.34,6191.96,7644.0,Sinorhizobium_medicae,184,12,normal,7128.833333333333,387.5334035781804,7278.0,6844.0,7398.0,554.0,6480.0,7644.0,6482.53,7642.68,0.7083333333333334,3.712551277940574e-06,565.7409420289855
Genome_Size,non-normal,6700981.157608695,146836.29309078745,6689072.0,6602689.5,6796043.75,193354.25,6415992.0,7227701.0,6425204.22,7109957.885000001,6425204.22,7768883.0,Sinorhizobium_medicae,184,12,normal,7298213.0,339399.2154589734,7424826.0,7033901.25,7509163.5,475262.25,6743897.0,7768883.0,6747949.345,7767020.425,0.7735507246376812,1.6533175273598827e-07,597231.8423913043
N50,non-normal,231482.7789473684,127171.35321051374,219129.0,144112.5,259394.0,115281.5,58131.0,573953.0,59405.64,553859.0900000001,59405.64,553859.09,Aerococcus_urinae,95,0,,,,,,,,,,,,,,
number,non-normal,43.10526315789474,18.702363309266573,37.0,29.5,52.0,22.5,19.0,125.0,19.0,109.96000000000004,19.0,109.96,Aerococcus_urinae,95,0,,,,,,,,,,,,,,
longest,normal,430168.6105263158,156760.43919213634,417128.0,341797.0,495889.0,154092.0,174474.0,764465.0,175144.69,751356.7000000001,175144.69,751356.7,Aerococcus_urinae,95,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.4232346,0.0025786012381256,0.424339,0.4210865,0.4254715,0.0043849999999999,0.417107,0.425967,0.41713896,0.42592517,0.4171,0.426,Aerococcus_urinae,95,3,insufficient_data,0.4259716666666667,3.42960963117146e-05,0.425951,0.4259475,0.4259855,3.799999999998249e-05,0.425944,0.42602,0.42594407,0.42601931,0.9894736842105264,5.259835893120134e-05,0.0027370666666666
Completeness_Specific,non-normal,99.97873684210523,0.0147428559157978,99.98,99.97,99.99,0.019999999999996,99.9,99.99,99.9188,99.99,97.24,99.99,Aerococcus_urinae,95,3,insufficient_data,97.42666666666668,0.1643843734125079,97.4,97.32,97.52,0.200000000000017,97.24,97.64,97.2416,97.6376,1.0,1.3149589732800334e-05,2.552070175438595
Contamination,non-normal,0.3550526315789474,0.1508632959736137,0.33,0.22,0.495,0.275,0.14,1.01,0.1494,0.8173000000000005,0.15,2.68,Aerococcus_urinae,95,3,insufficient_data,2.68,0.0,2.68,2.68,2.68,0.0,2.68,2.68,2.68,2.68,1.0,1.3149589732800334e-05,2.3249473684210527
Total_Coding_Sequences,non-normal,1781.1052631578948,66.36779080630676,1747.0,1733.0,1834.0,101.0,1700.0,1932.0,1700.0,1932.0,1700.0,1932.0,Aerococcus_urinae,95,3,insufficient_data,1814.6666666666667,6.236095644623235,1813.0,1810.5,1818.0,7.5,1808.0,1823.0,1808.05,1822.9,0.7052631578947368,0.0591074058489375,64.02456140350877
Genome_Size,non-normal,1991533.2315789475,66191.4405484819,1959637.0,1944790.0,2043421.0,98631.0,1899917.0,2150594.0,1900214.98,2143377.62,1900214.98,2143377.62,Aerococcus_urinae,95,3,insufficient_data,1976270.3333333333,2844.455933136521,1974262.0,1974259.0,1977277.5,3018.5,1974256.0,1980293.0,1974256.06,1980232.69,0.6,0.1611613717652009,50110.09824561404
N50,non-normal,95033.42322097378,54070.36979690856,84268.0,53452.0,127159.5,73707.5,14400.0,359206.0,16760.56,343344.3900000004,16760.56,343344.39,Ligilactobacillus_salivarius,267,0,,,,,,,,,,,,,,
number,non-normal,84.92134831460675,40.45339244092887,74.0,57.5,105.0,47.5,26.0,267.0,31.66,251.7100000000002,31.66,251.71,Ligilactobacillus_salivarius,267,0,,,,,,,,,,,,,,
longest,non-normal,294607.4157303371,162227.0532665445,257567.0,160031.5,389135.5,229104.0,62900.0,759343.0,69325.64,756557.8000000002,69325.64,756557.8,Ligilactobacillus_salivarius,267,0,,,,,,,,,,,,,,
GC_Content,normal,0.3277546217228464,0.001442387103825,0.328013,0.326666,0.328598,0.0019319999999999,0.3245729999999999,0.33139,0.32463339,0.33118576,0.3246,0.3321,Ligilactobacillus_salivarius,267,37,normal,0.3296021351351352,0.001195282871918,0.329684,0.32864,0.330531,0.001891,0.327967,0.332063,0.32796718,0.3320190799999999,0.534163376860006,3.972286092390991e-09,0.0018475134122886
Completeness_Specific,non-normal,99.88677902621724,0.1452781132752088,99.95,99.88,99.97,0.0900000000000034,98.92,100.0,99.3366,99.99,92.47,99.99,Ligilactobacillus_salivarius,267,37,non-normal,95.98675675675676,1.1317197008858966,96.12,95.53,96.57,1.039999999999992,92.47,98.28,92.5492,98.2224,1.0,3.6765070489170397e-48,3.900022269460472
Contamination,non-normal,0.0924719101123595,0.0784915973776702,0.08,0.03,0.15,0.12,0.0,0.42,0.0,0.3468000000000006,0.0,3.24,Ligilactobacillus_salivarius,267,37,non-normal,2.0221621621621617,0.8354061486264587,1.8,1.47,3.06,1.59,0.82,3.24,0.8253999999999999,3.24,1.0,3.6765070489170397e-48,1.9296902520498025
Total_Coding_Sequences,non-normal,1970.4194756554307,106.3787491578287,1964.0,1898.0,2024.0,126.0,1738.0,2290.0,1742.3,2280.02,1742.3,2346.0,Ligilactobacillus_salivarius,267,37,non-normal,2098.972972972973,159.40793945544775,2070.0,1974.0,2260.0,286.0,1804.0,2346.0,1808.14,2343.3,0.3902216823565138,5.859708037501174e-05,128.55349731754222
Genome_Size,normal,1992263.168539326,80946.75338850926,1999599.0,1939241.0,2035769.5,96528.5,1791631.0,2214169.0,1806912.58,2206283.94,1806912.58,2320461.0,Ligilactobacillus_salivarius,267,37,non-normal,2100250.5405405406,133609.08016492976,2082469.0,1983159.0,2232524.0,249365.0,1871449.0,2320461.0,1875267.16,2320102.62,0.3920437291223808,5.2731569458127294e-05,107987.37200121468
N50,normal,96453.21369294604,30948.929316071368,99896.5,72189.5,112741.75,40552.25,26227.0,202721.0,31780.18,182092.95499999943,31780.18,182092.95,Actinobacillus_lignieresii,482,0,,,,,,,,,,,,,,
number,non-normal,73.67427385892117,22.15635971735884,68.0,59.0,81.0,22.0,42.0,185.0,44.405,163.59499999999997,44.4,163.59,Actinobacillus_lignieresii,482,0,,,,,,,,,,,,,,
longest,non-normal,250752.80082987552,71955.77219855695,239762.0,207173.5,317755.5,110582.0,70549.0,383525.0,91514.555,382682.015,91514.56,382682.02,Actinobacillus_lignieresii,482,0,,,,,,,,,,,,,,
GC_Content,normal,0.4112223112033195,0.0004522065021424,0.4111889999999999,0.410922,0.41147075,0.0005487499999999,0.410148,0.412761,0.410198315,0.412369355,0.4102,0.4124,Actinobacillus_lignieresii,482,1,insufficient_data,0.411454,0.0,0.411454,0.411454,0.411454,0.0,0.411454,0.411454,0.411454,0.411454,0.7385892116182573,0.5258799171842651,0.0004176099585062
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,93.22,100.0,Actinobacillus_lignieresii,482,1,insufficient_data,93.22,0.0,93.22,93.22,93.22,0.0,93.22,93.22,93.22,93.22,1.0,0.0041407867494823,6.780000000000001
Contamination,non-normal,0.0995643153526971,0.0993924334244897,0.06,0.05,0.1475,0.0974999999999999,0.0,1.1,0.0,0.4756999999999982,0.0,0.57,Actinobacillus_lignieresii,482,1,insufficient_data,0.57,0.0,0.57,0.57,0.57,0.0,0.57,0.57,0.57,0.57,0.995850622406639,0.0124223602484471,0.4738796680497924
Total_Coding_Sequences,non-normal,2153.014522821577,51.0937812055864,2140.5,2114.25,2183.0,68.75,2040.0,2290.0,2056.81,2282.595,2056.81,2342.0,Actinobacillus_lignieresii,482,1,insufficient_data,2342.0,0.0,2342.0,2342.0,2342.0,0.0,2342.0,2342.0,2342.0,2342.0,1.0,0.0041407867494823,188.9854771784232
Genome_Size,non-normal,2258786.890041494,37540.27024700541,2252407.0,2226106.5,2280533.0,54426.5,2172381.0,2376585.0,2191713.065,2341701.84,2191713.06,2377048.0,Actinobacillus_lignieresii,482,1,insufficient_data,2377048.0,0.0,2377048.0,2377048.0,2377048.0,0.0,2377048.0,2377048.0,2377048.0,2377048.0,1.0,0.0041407867494823,118261.10995850623
N50,non-normal,335993.5537190083,88376.84589367785,325195.0,315158.0,325276.0,10118.0,135193.0,787302.0,145590.4,740380.2000000004,145590.4,740380.2,Bacillus_spizizenii,121,0,,,,,,,,,,,,,,
number,non-normal,45.85123966942149,11.047351993420213,44.0,38.0,51.0,13.0,28.0,111.0,28.0,91.2000000000002,28.0,91.2,Bacillus_spizizenii,121,0,,,,,,,,,,,,,,
longest,non-normal,636807.652892562,176858.64391162703,553620.0,553130.0,768730.0,215600.0,373014.0,1317231.0,386839.2,1310037.6,386839.2,1310037.6,Bacillus_spizizenii,121,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.4381770247933884,0.0006918811996481,0.438414,0.438349,0.438468,0.000119,0.434983,0.438857,0.4349884,0.4388522,0.435,0.4397,Bacillus_spizizenii,121,11,normal,0.4392237272727273,0.0004007674662238,0.43921,0.4390895,0.439515,0.0004254999999999,0.438235,0.439713,0.4382686,0.43970975,0.9090909090909092,4.0770817542072564e-10,0.0010467024793388
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,95.76,100.0,Bacillus_spizizenii,121,11,non-normal,98.51454545454544,0.92906956033113,98.63,98.63,98.82,0.1899999999999977,95.76,99.41,95.8865,99.41,1.0,5.778652091877246e-16,1.4854545454545485
Contamination,non-normal,0.0571900826446281,0.0818911103309317,0.02,0.02,0.02,0.0,0.0,0.52,0.006,0.4480000000000007,0.01,5.88,Bacillus_spizizenii,121,6,insufficient_data,1.221666666666667,2.083269999037304,0.29,0.29,0.29,0.0,0.29,5.88,0.29,5.740249999999998,0.975206611570248,3.249906539797088e-08,1.1644765840220384
Total_Coding_Sequences,non-normal,4010.9173553719006,58.41679634732875,3990.0,3983.0,3996.0,13.0,3926.0,4233.0,3942.2,4216.8,3942.2,4304.0,Bacillus_spizizenii,121,11,normal,4180.454545454545,58.20553493887554,4155.0,4141.5,4183.5,42.0,4129.0,4304.0,4129.15,4303.35,0.9256198347107438,9.705824053517027e-11,169.53719008264466
Genome_Size,non-normal,4018060.454545455,50229.099436794655,3997080.0,3994897.0,3999668.0,4771.0,3920332.0,4175842.0,3952729.0,4175672.8,3952729.0,4222511.0,Bacillus_spizizenii,121,11,normal,4096107.909090909,66202.05982987997,4081549.0,4040012.5,4130308.5,90296.0,4027676.0,4222511.0,4027878.55,4221746.55,0.7933884297520661,4.56711441026832e-07,78047.45454545453
N50,non-normal,302304.8422330097,197091.3609255177,245049.5,167633.0,395172.25,227539.25,32049.0,1038585.0,47318.145,1023872.3649999998,47318.14,1023872.36,Citrobacter_portucalensis,412,0,,,,,,,,,,,,,,
number,non-normal,121.51456310679612,64.41500972006686,111.0,70.75,154.25,83.5,26.0,368.0,28.0,354.89999999999986,28.0,354.9,Citrobacter_portucalensis,412,0,,,,,,,,,,,,,,
longest,non-normal,721797.7597087378,373979.8627773805,623099.5,469414.0,913219.5,443805.5,126378.0,2016693.0,135335.805,1980480.12,135335.8,1980480.12,Citrobacter_portucalensis,412,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.5183274830097088,0.0015535080993544,0.5186095,0.5171859999999999,0.51948925,0.00230325,0.514305,0.521657,0.51459879,0.521188755,0.5135,0.5212,Citrobacter_portucalensis,412,46,normal,0.518175304347826,0.0019185836473086,0.5183584999999999,0.5169275,0.5197995,0.0028719999999999,0.513472,0.521031,0.5135896750000001,0.5210202,0.1153440270156184,0.5953454590792306,0.000386873680878
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,96.46,100.0,Citrobacter_portucalensis,412,46,non-normal,99.30413043478262,0.6639623355181892,99.56,99.105,99.7075,0.6025000000000063,96.46,99.91,96.74575,99.8875,1.0,4.5439613377861334e-64,0.6958695652173905
Contamination,non-normal,0.2061165048543689,0.2167992360611909,0.12,0.07,0.26,0.19,0.0,1.49,0.01,1.185599999999999,0.01,3.72,Citrobacter_portucalensis,412,46,non-normal,1.2417391304347825,0.8370842364443328,1.05,0.62,1.6075,0.9875,0.18,3.72,0.18,3.69075,0.7649852258336851,2.661676662259707e-25,1.0356226255804135
Total_Coding_Sequences,non-normal,4950.679611650486,283.2899716384559,4974.5,4748.75,5147.75,399.0,4238.0,5689.0,4367.09,5608.23,4367.09,5669.0,Citrobacter_portucalensis,412,46,normal,5099.304347826087,296.6315141694957,5133.0,4861.75,5280.0,418.25,4506.0,5669.0,4516.575,5664.725,0.2716336006753904,0.0034068788870597,148.78493035035882
Genome_Size,non-normal,5184535.507281553,223607.7443222417,5198216.5,5007460.5,5337443.25,329982.75,4616281.0,5758583.0,4728905.73,5731006.345,4694654.0,5779133.0,Citrobacter_portucalensis,412,46,normal,5252389.369565218,250745.21766017863,5267410.0,5063161.0,5404682.0,341521.0,4694654.0,5779133.0,4724146.1,5765505.425,0.2012452511608273,0.05986459070221,69655.30888560574
N50,non-normal,98949.80522875817,49210.740035256735,92539.0,68397.75,122261.0,53863.25,6518.0,461781.0,11528.825,299959.1999999998,11528.82,299959.2,Staphylococcus_epidermidis,6120,0,,,,,,,,,,,,,,
number,non-normal,108.21895424836602,63.02141533687788,91.0,74.0,116.0,42.0,29.0,693.0,40.595,436.8099999999995,40.6,436.81,Staphylococcus_epidermidis,6120,0,,,,,,,,,,,,,,
longest,non-normal,275851.8875816993,134292.6919727942,256880.5,182070.25,342090.5,160020.25,29692.0,949701.0,48468.31,728252.4349999999,48468.31,728252.44,Staphylococcus_epidermidis,6120,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3200087075163398,0.0012161405236554,0.320045,0.3192545,0.3206969999999999,0.0014424999999999,0.316595,0.328403,0.317459595,0.3242292899999999,0.3175,0.3242,Staphylococcus_epidermidis,6120,226,non-normal,0.3209531637168141,0.0010963293763807,0.321122,0.3202155,0.32173625,0.00152075,0.318733,0.323415,0.31874,0.3230544999999999,0.3798817166984788,9.496710368846411e-29,0.0009757693070738
Completeness_Specific,non-normal,99.99658496732027,0.0067255465675984,100.0,99.99,100.0,0.0100000000000051,99.86,100.0,99.97,100.0,96.23,100.0,Staphylococcus_epidermidis,6120,226,non-normal,99.04646017699116,0.6368498529008164,99.21,98.925,99.38,0.4549999999999983,96.23,99.76,96.45625,99.7575,1.0,2.5e-323,0.9501247903291108
Contamination,non-normal,0.260312091503268,0.2816891463083255,0.13,0.07,0.34,0.27,0.01,2.24,0.02,1.5040499999999974,0.01,1.5,Staphylococcus_epidermidis,6120,96,non-normal,0.223125,0.1882004278466621,0.21,0.08,0.2725,0.1925,0.01,0.96,0.01475,0.9267500000000004,0.1756944444444444,0.0050585406307189,0.083126633986928
Total_Coding_Sequences,non-normal,2386.091503267974,114.94859092331896,2359.0,2306.0,2434.0,128.0,2067.0,2957.0,2189.19,2751.0,2189.19,2808.0,Staphylococcus_epidermidis,6120,226,non-normal,2506.0575221238937,140.94080619358363,2458.5,2404.5,2672.75,268.25,2221.0,2808.0,2270.875,2802.75,0.4352709815489617,5.204387713787522e-38,120.11569205853434
Genome_Size,non-normal,2522155.7199346405,87954.99252267632,2501315.5,2463262.25,2556430.5,93168.25,2208302.0,2955801.0,2366665.23,2784329.65,2323375.0,2854742.0,Staphylococcus_epidermidis,6120,226,non-normal,2591434.296460177,112243.65433436524,2553673.0,2514647.25,2725010.75,210363.5,2323375.0,2854742.0,2401965.0,2830517.375,0.3250491642084562,5.505547059869924e-21,69514.51896870843
N50,non-normal,254904.44444444444,97916.46611932182,232909.0,211077.5,278569.5,67492.0,93945.0,677392.0,95470.475,557250.579999999,95470.48,557250.58,Clostridium_tetani,162,0,,,,,,,,,,,,,,
number,non-normal,54.13580246913581,16.24218945164733,53.0,42.0,63.0,21.0,26.0,109.0,28.415,103.36499999999997,28.42,103.36,Clostridium_tetani,162,0,,,,,,,,,,,,,,
longest,non-normal,537878.6790123457,229086.36979227,427785.0,393065.0,589654.75,196589.75,188957.0,1267314.0,251135.2,1258236.015,251135.2,1258236.01,Clostridium_tetani,162,0,,,,,,,,,,,,,,
GC_Content,normal,0.2852950679012346,0.0003119152133636,0.2852705,0.28504075,0.28549125,0.0004504999999999,0.284422,0.286117,0.28459266,0.28611539,0.2846,0.2879,Clostridium_tetani,162,15,non-normal,0.2870324666666667,0.0006400973745367,0.287122,0.286694,0.2874775,0.0007834999999999,0.285296,0.287851,0.28537363,0.28784358,0.9333333333333332,3.0012631854493853e-15,0.001737398765432
Completeness_Specific,non-normal,99.99074074074076,0.0060405579371478,99.99,99.99,99.99,0.0,99.97,100.0,99.97,100.0,97.08,100.0,Clostridium_tetani,162,15,non-normal,98.85466666666667,0.6401860840585493,98.76,98.76,99.38,0.6199999999999903,97.08,99.38,97.1542,99.38,1.0,9.181229673510286e-22,1.1360740740740716
Contamination,non-normal,0.005679012345679,0.0156298441660231,0.0,0.0,0.01,0.01,0.0,0.12,0.0,0.1038999999999998,0.0,0.78,Clostridium_tetani,162,15,non-normal,0.2426666666666667,0.2107594732285018,0.16,0.16,0.16,0.0,0.16,0.78,0.16,0.78,1.0,9.181229673510286e-22,0.2369876543209876
Total_Coding_Sequences,normal,2737.925925925926,59.77277504423179,2721.0,2700.25,2772.0,71.75,2595.0,2915.0,2604.66,2873.945,2604.66,3156.0,Clostridium_tetani,162,15,non-normal,2870.266666666667,93.9797614146554,2838.0,2807.0,2912.5,105.5,2774.0,3156.0,2775.12,3141.79,0.7530864197530864,2.140267258060195e-08,132.34074074074076
