metric,median,q1,q3,min,max,upper_bound,lower_bound,MY_LOWER,MY_UPPER,species
longest,491627.5,433580.25,604861.0,299948.0,1055783.0,929935.795,313123.01,313123.01,929935.8,Burkholderia_ubonensis
GC_Content,0.672432,0.6712052500000001,0.6740122500000001,0.667197,0.675502,0.6754651600000001,0.66780549,0.6678,0.6755,Burkholderia_ubonensis
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,98.14,100.0,Burkholderia_ubonensis
Contamination,0.33,0.22,0.6,0.03,2.14,1.963449999999999,0.03735,0.04,2.64,Burkholderia_ubonensis
Total_Coding_Sequences,6739.5,6488.5,6917.25,5691.0,7601.0,7542.825,5771.54,5771.54,7542.82,Burkholderia_ubonensis
Genome_Size,7522745.0,7251366.5,7709072.75,6291246.0,8272920.0,8218962.64,6384246.925,6384246.92,8218962.64,Burkholderia_ubonensis
N50,44103.5,38447.25,51711.75,24891.0,82432.0,76056.17,25934.97,25934.97,76056.17,Limosilactobacillus_fermentum
number,195.5,171.25,228.75,108.0,413.0,354.1449999999999,113.425,113.42,354.14,Limosilactobacillus_fermentum
longest,141290.0,118296.75,162970.25,71814.0,278626.0,255612.96499999933,78494.185,78494.18,255612.96,Limosilactobacillus_fermentum
GC_Content,0.518186,0.515925,0.5199065,0.509709,0.524636,0.52342385,0.510819815,0.5049,0.5234,Limosilactobacillus_fermentum
Completeness_Specific,99.915,99.82,99.97,98.99,100.0,100.0,99.14285,85.17,100.0,Limosilactobacillus_fermentum
Contamination,0.165,0.07,0.3,0.0,1.58,1.2271499999999995,0.0,0.0,10.09,Limosilactobacillus_fermentum
Total_Coding_Sequences,2060.5,2013.0,2134.75,1861.0,2433.0,2325.865,1902.57,1902.57,2421.0,Limosilactobacillus_fermentum
Genome_Size,2013363.5,1982154.25,2064059.25,1850290.0,2272243.0,2208256.73,1882336.795,1882336.8,2330492.0,Limosilactobacillus_fermentum
N50,380872.0,300254.0,445473.5,144956.0,688459.0,683667.27,144956.0,144956.0,683667.27,Listeria_grayi
number,37.0,30.0,48.5,22.0,91.0,88.88,22.0,22.0,88.88,Listeria_grayi
longest,648548.0,487987.0,1002331.0,262261.0,1125325.0,1124323.3,262261.0,262261.0,1124323.3,Listeria_grayi
GC_Content,0.414807,0.414273,0.415556,0.412079,0.416901,0.41683157,0.41220779,0.4122,0.4168,Listeria_grayi
Completeness_Specific,99.98,99.97,99.99,99.93,99.99,99.99,99.9353,83.76,99.99,Listeria_grayi
Contamination,0.04,0.01,0.0849999999999999,0.0,0.25,0.1863999999999998,0.0,0.0,6.25,Listeria_grayi
Total_Coding_Sequences,2705.0,2645.5,2739.5,2574.0,2877.0,2874.88,2576.65,2576.65,2874.88,Listeria_grayi
Genome_Size,2709646.0,2681696.5,2767656.5,2568021.0,2887237.0,2860271.13,2577124.28,2577124.28,2860271.13,Listeria_grayi
N50,134688.5,96516.0,164093.75,9210.0,718672.0,466321.32500000007,17467.685,17467.69,466321.33,Acinetobacter_baumannii
number,105.0,83.0,136.0,19.0,779.0,482.0,34.0,34.0,482.0,Acinetobacter_baumannii
longest,301308.5,250723.0,373248.0,44374.0,1648648.0,1110621.815,73316.14,73316.14,1110621.82,Acinetobacter_baumannii
GC_Content,0.389457,0.3888089999999999,0.390146,0.384113,0.397064,0.39337911,0.387578445,0.3869,0.3975,Acinetobacter_baumannii
Completeness_Specific,100.0,99.99,100.0,94.33,100.0,100.0,99.97,96.86,100.0,Acinetobacter_baumannii
Contamination,0.13,0.08,0.24,0.0,4.32,1.39,0.0,0.0,6.63,Acinetobacter_baumannii
Total_Coding_Sequences,3785.0,3704.0,3868.0,3232.0,4545.0,4200.0,3460.445,3452.0,4445.0,Acinetobacter_baumannii
Genome_Size,3953434.5,3884469.75,4019485.25,3216153.0,4532195.0,4337223.890000001,3668576.805,3638126.0,4566577.0,Acinetobacter_baumannii
N50,95688.0,77946.0,124866.0,31426.0,166127.0,158231.76499999998,34516.585,34516.58,158231.76,Ralstonia_pseudosolanacearum
number,273.5,195.75,299.0,95.0,470.0,447.6949999999991,115.79,115.79,447.69,Ralstonia_pseudosolanacearum
longest,323599.0,251794.75,338488.75,125058.0,604463.0,604051.0,131768.03,131768.03,604051.0,Ralstonia_pseudosolanacearum
GC_Content,0.6691995,0.6649515,0.67039125,0.664388,0.6722750000000001,0.67150614,0.664398655,0.6644,0.6715,Ralstonia_pseudosolanacearum
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,100.0,96.24,100.0,Ralstonia_pseudosolanacearum
Contamination,0.1,0.04,0.1725,0.0,0.66,0.6237999999999988,0.00655,0.01,2.33,Ralstonia_pseudosolanacearum
Total_Coding_Sequences,5133.0,5042.0,5464.25,4676.0,5562.0,5529.345,4714.785,4714.78,5529.34,Ralstonia_pseudosolanacearum
Genome_Size,5767121.5,5700480.0,6135396.5,5355759.0,6180626.0,6170299.265,5382472.725,5382472.72,6170299.26,Ralstonia_pseudosolanacearum
N50,151295.0,125593.0,171370.0,39534.0,212934.0,184049.55500000005,61810.34,61810.34,184049.56,Mycobacterium_smegmatis
number,152.0,142.0,176.0,110.0,466.0,283.9050000000001,112.0,112.0,283.91,Mycobacterium_smegmatis
longest,310769.0,287647.5,310777.25,164131.0,596930.0,518731.655,183104.055,183104.06,518731.66,Mycobacterium_smegmatis
GC_Content,0.6740999999999999,0.67401575,0.674125,0.672631,0.674616,0.6745727450000001,0.672788625,0.6728,0.6746,Mycobacterium_smegmatis
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.08,100.0,Mycobacterium_smegmatis
Contamination,0.45,0.36,0.45,0.18,1.51,0.9292500000000008,0.18,0.18,4.46,Mycobacterium_smegmatis
Total_Coding_Sequences,6604.0,6590.0,6630.0,6546.0,7066.0,6741.905,6548.015,6548.02,6835.0,Mycobacterium_smegmatis
Genome_Size,6850330.5,6846718.25,6856343.25,6817848.0,7052863.0,6918842.505,6828351.24,6828351.24,7119169.0,Mycobacterium_smegmatis
N50,191819.0,117266.0,257404.5,74447.0,522472.0,507943.5400000002,74990.12,74990.12,507943.54,Vibrio_metschnikovii
number,171.0,141.5,216.0,96.0,467.0,458.2400000000001,100.38,100.38,458.24,Vibrio_metschnikovii
longest,508449.0,326034.0,683108.0,231748.0,1114217.0,1097069.3000000005,232861.98,232861.98,1097069.3,Vibrio_metschnikovii
GC_Content,0.44189,0.4408815,0.4425375,0.439341,0.444707,0.44392882,0.43935049,0.4394,0.4444,Vibrio_metschnikovii
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,95.07,100.0,Vibrio_metschnikovii
Contamination,0.1,0.045,0.28,0.0,0.81,0.8027000000000002,0.0073,0.01,1.18,Vibrio_metschnikovii
Total_Coding_Sequences,3467.0,3391.5,3564.0,3224.0,3757.0,3751.89,3224.73,3224.73,3751.89,Vibrio_metschnikovii
Genome_Size,3824756.0,3749358.0,3918086.5,3643770.0,4076691.0,4073104.51,3650534.18,3620999.0,4073104.51,Vibrio_metschnikovii
N50,224187.0,174990.0,271299.25,72404.0,515819.0,494013.9100000005,82065.96,82065.96,494013.91,Alistipes_onderdonkii
number,81.0,73.0,87.0,29.0,234.0,234.0,30.385,30.38,234.0,Alistipes_onderdonkii
longest,548686.5,359465.75,589564.0,184345.0,1011469.0,939006.6050000011,231264.03,231264.03,939006.61,Alistipes_onderdonkii
GC_Content,0.5749535,0.574928,0.57503075,0.570879,0.585369,0.5853409949999999,0.574592695,0.5746,0.5853,Alistipes_onderdonkii
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,98.26,100.0,Alistipes_onderdonkii
Contamination,0.74,0.74,0.77,0.14,1.48,1.4446000000000003,0.1877,0.19,1.44,Alistipes_onderdonkii
Total_Coding_Sequences,3006.0,2997.0,3013.0,2785.0,3501.0,3493.615,2787.385,2787.38,3493.62,Alistipes_onderdonkii
Genome_Size,3534574.0,3530277.5,3535288.5,3370180.0,3982755.0,3981512.345,3400028.265,3312673.0,3981512.34,Alistipes_onderdonkii
N50,188610.0,123883.0,253306.0,21681.0,806701.0,762714.5600000004,27747.36,27747.36,762714.56,Aeromonas_hydrophila
number,94.0,74.0,127.0,35.0,563.0,494.94000000000057,39.92,39.92,494.94,Aeromonas_hydrophila
longest,497579.0,324419.0,769753.0,100667.0,1334946.0,1334946.0,120428.18,120428.18,1334946.0,Aeromonas_hydrophila
GC_Content,0.611433,0.6090059999999999,0.613124,0.60595,0.618098,0.61711482,0.60652646,0.603,0.6171,Aeromonas_hydrophila
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.76,100.0,Aeromonas_hydrophila
Contamination,0.49,0.3,0.59,0.16,1.44,1.44,0.16,0.16,7.55,Aeromonas_hydrophila
Total_Coding_Sequences,4484.0,4381.0,4584.0,4183.0,5020.0,5002.78,4184.64,4184.64,5339.0,Aeromonas_hydrophila
Genome_Size,4945766.0,4814983.0,5036201.0,4650942.0,5474448.0,5385745.32,4650965.78,4650965.78,5633455.0,Aeromonas_hydrophila
N50,1182225.5,251017.25,1217529.5,59782.0,1266029.0,1261817.215,76880.01,76880.01,1261817.22,Staphylococcus_chromogenes
number,30.0,25.0,38.0,15.0,123.0,102.74,15.565,15.56,102.74,Staphylococcus_chromogenes
longest,1182225.5,736010.5,1217529.5,165547.0,1266029.0,1261817.215,168550.23,168550.23,1261817.22,Staphylococcus_chromogenes
GC_Content,0.3665394999999999,0.3660705,0.36712025,0.36412,0.369087,0.3684896549999999,0.364181245,0.3642,0.369,Staphylococcus_chromogenes
Completeness_Specific,99.93,99.9,99.95,99.64,99.99,99.99,99.82,97.32,99.99,Staphylococcus_chromogenes
Contamination,0.13,0.02,0.23,0.0,0.72,0.6109000000000003,0.0,0.0,1.98,Staphylococcus_chromogenes
Total_Coding_Sequences,2236.5,2200.0,2274.0,2112.0,2489.0,2408.615,2123.565,2123.56,2472.0,Staphylococcus_chromogenes
Genome_Size,2310824.0,2281002.5,2334327.25,2214311.0,2471414.0,2419439.26,2222329.575,2222329.58,2478658.0,Staphylococcus_chromogenes
N50,322446.0,253970.0,449909.5,125672.0,1055295.0,1055264.66,131382.89,131382.89,1055264.66,Pectobacterium_brasiliense
number,69.0,52.0,76.0,31.0,132.0,128.31000000000003,32.23,32.23,128.31,Pectobacterium_brasiliense
longest,823840.0,566065.0,894941.0,332644.0,1561988.0,1561933.06,336689.88,336689.88,1561933.06,Pectobacterium_brasiliense
GC_Content,0.520009,0.5193305,0.5204725,0.510089,0.52237,0.52232818,0.51140305,0.5114,0.5224,Pectobacterium_brasiliense
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.71,100.0,Pectobacterium_brasiliense
Contamination,0.41,0.32,0.47,0.13,0.74,0.74,0.13,0.13,1.8,Pectobacterium_brasiliense
Total_Coding_Sequences,4361.0,4257.5,4418.0,4144.0,4541.0,4536.9,4160.81,4160.81,4568.0,Pectobacterium_brasiliense
Genome_Size,4858182.0,4758547.5,5001512.5,4639964.0,5108572.0,5108429.73,4646903.25,4646903.25,5137126.0,Pectobacterium_brasiliense
N50,86485.0,66019.5,105868.0,19103.0,212157.0,179520.0,34259.8,34259.8,179520.0,Mycobacterium_tuberculosis
number,144.0,122.0,173.0,57.0,635.0,314.0,81.0,81.0,314.0,Mycobacterium_tuberculosis
longest,227572.0,196018.0,271043.0,61808.0,787688.0,453977.70000000007,113242.75,113242.75,453977.7,Mycobacterium_tuberculosis
GC_Content,0.655685,0.6551659999999999,0.655969,0.6492640000000001,0.659075,0.65647395,0.65325,0.6522,0.6566,Mycobacterium_tuberculosis
Completeness_Specific,100.0,100.0,100.0,96.55,100.0,100.0,99.99,95.18,100.0,Mycobacterium_tuberculosis
Contamination,0.5,0.42,0.75,0.09,4.37,1.74,0.27,0.1,2.84,Mycobacterium_tuberculosis
Total_Coding_Sequences,4135.0,4108.0,4164.0,4003.0,4539.0,4278.0,4046.0,4008.0,4518.0,Mycobacterium_tuberculosis
Genome_Size,4364867.0,4347490.0,4377458.5,4206571.0,4620305.0,4424190.65,4274215.6,4274215.6,4516435.0,Mycobacterium_tuberculosis
N50,153195.0,110916.5,214922.0,8325.0,585313.0,478409.239999999,50207.280000000006,50207.28,478409.24,Bifidobacterium_longum
number,58.0,44.0,74.0,13.0,435.0,161.38999999999965,17.0,17.0,161.39,Bifidobacterium_longum
longest,340024.0,256913.0,442096.5,31170.0,1088111.0,967831.4399999965,117685.17,117685.17,967831.44,Bifidobacterium_longum
GC_Content,0.600067,0.598744,0.6011884999999999,0.5939909999999999,0.605035,0.60411671,0.59534389,0.5913,0.6041,Bifidobacterium_longum
Completeness_Specific,99.96,99.94,99.98,99.22,100.0,99.99,99.69,93.46,99.99,Bifidobacterium_longum
Contamination,0.07,0.04,0.13,0.0,1.73,1.4025999999999976,0.0,0.0,2.58,Bifidobacterium_longum
Total_Coding_Sequences,1981.0,1924.0,2093.5,1748.0,2504.0,2369.65,1797.0,1797.0,2672.0,Bifidobacterium_longum
Genome_Size,2369124.0,2319675.0,2448379.5,2100133.0,2764385.0,2683288.33,2202002.22,2202002.22,2832850.0,Bifidobacterium_longum
N50,61060.5,52115.5,73169.75,23879.0,163172.0,137034.58500000017,28397.555,28397.56,137034.59,Streptococcus_pseudopneumoniae
number,172.0,155.0,188.0,50.0,277.0,257.985,59.075,59.08,257.98,Streptococcus_pseudopneumoniae
longest,189178.0,160050.0,212738.75,66727.0,395685.0,331253.335,92648.885,92648.88,331253.34,Streptococcus_pseudopneumoniae
GC_Content,0.397834,0.3972844999999999,0.398279,0.392389,0.400938,0.3997336999999999,0.395192665,0.3952,0.3997,Streptococcus_pseudopneumoniae
Completeness_Specific,100.0,99.99,100.0,99.97,100.0,100.0,99.98,98.16,100.0,Streptococcus_pseudopneumoniae
Contamination,0.13,0.08,0.18,0.0,2.57,0.7385000000000014,0.01,0.01,0.74,Streptococcus_pseudopneumoniae
Total_Coding_Sequences,2300.0,2260.75,2335.0,1800.0,2458.0,2432.0,1884.165,1884.16,2432.0,Streptococcus_pseudopneumoniae
Genome_Size,2228740.5,2202107.5,2249977.75,1875839.0,2372629.0,2335725.6950000003,1934222.89,1934222.89,2335725.7,Streptococcus_pseudopneumoniae
N50,154028.0,124301.0,185459.0,54363.0,432803.0,401652.1050000003,59657.94,59657.94,401652.11,Xanthomonas_campestris
number,128.5,111.0,151.25,26.0,245.0,213.0,40.135,40.14,213.0,Xanthomonas_campestris
longest,401403.0,296750.75,460474.0,147215.0,1241699.0,989317.3000000006,193565.225,193565.22,989317.3,Xanthomonas_campestris
GC_Content,0.6509609999999999,0.650303,0.651575,0.645686,0.6546609999999999,0.654119055,0.648907035,0.6485,0.6568,Xanthomonas_campestris
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.13,100.0,Xanthomonas_campestris
Contamination,0.11,0.03,0.24,0.0,0.52,0.4119000000000005,0.0,0.0,3.46,Xanthomonas_campestris
Total_Coding_Sequences,4313.5,4243.75,4375.0,4047.0,4625.0,4559.325,4104.27,4104.27,4659.0,Xanthomonas_campestris
Genome_Size,5028478.0,4981389.5,5073443.0,4804361.0,5277491.0,5252314.17,4872174.805,4815442.0,5289785.0,Xanthomonas_campestris
N50,194798.0,143318.5,237452.75,51304.0,383514.0,381367.655,61387.575,61387.58,381367.66,Dichelobacter_nodosus
number,28.0,22.25,40.75,9.0,95.0,94.255,9.745,9.74,94.26,Dichelobacter_nodosus
longest,315211.0,241548.25,346908.0,111762.0,477661.0,458717.1399999999,134099.335,134099.34,458717.14,Dichelobacter_nodosus
GC_Content,0.4403735,0.4396204999999999,0.4409794999999999,0.438206,0.4441819999999999,0.44411793,0.43827454,0.4383,0.4441,Dichelobacter_nodosus
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.12,100.0,Dichelobacter_nodosus
Contamination,0.0,0.0,0.0,0.0,4.52,4.043199999999997,0.0,0.0,4.04,Dichelobacter_nodosus
Total_Coding_Sequences,1256.5,1219.5,1289.75,1202.0,1409.0,1406.765,1203.49,1203.49,1406.76,Dichelobacter_nodosus
Genome_Size,1341179.5,1313971.0,1370030.75,1295699.0,1458752.0,1458286.375,1296774.035,1296774.03,1458286.38,Dichelobacter_nodosus
N50,166943.0,125388.0,281911.0,11359.0,886936.0,752547.78,26378.61,26378.61,752547.78,Staphylococcus_aureus
number,60.0,44.0,80.0,14.0,448.0,272.0,23.0,23.0,272.0,Staphylococcus_aureus
longest,418566.0,300428.0,597889.75,41539.0,1409092.0,1274829.2899999998,89955.44,89955.44,1274829.29,Staphylococcus_aureus
GC_Content,0.3271309999999999,0.3267819999999999,0.327541,0.324778,0.33378,0.3289849999999999,0.325827,0.3258,0.3309,Staphylococcus_aureus
Completeness_Specific,100.0,100.0,100.0,99.27,100.0,100.0,100.0,95.5,100.0,Staphylococcus_aureus
Contamination,0.13,0.09,0.26,0.0,2.43,1.18,0.04,0.04,3.33,Staphylococcus_aureus
Total_Coding_Sequences,2619.0,2561.0,2687.0,2387.0,3072.0,2893.0,2436.0,2436.0,3331.0,Staphylococcus_aureus
Genome_Size,2796753.0,2753741.25,2843905.75,2573304.0,3112305.0,3005982.425,2661494.185,2661494.18,3218685.0,Staphylococcus_aureus
N50,201986.0,114929.0,295775.0,26867.0,645340.0,601169.3799999999,32589.08,32589.08,601169.38,Pseudomonas_putida
number,136.0,89.0,196.0,29.0,645.0,462.4799999999997,29.0,29.0,462.48,Pseudomonas_putida
longest,504577.0,388560.0,760317.0,122219.0,2065254.0,1816821.66,136189.58,136189.58,1816821.66,Pseudomonas_putida
GC_Content,0.619481,0.616569,0.621959,0.598942,0.636081,0.63484548,0.59970406,0.5923,0.6348,Pseudomonas_putida
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,95.52,100.0,Pseudomonas_putida
Contamination,0.41,0.16,0.71,0.0,1.63,1.5598,0.0078,0.01,9.85,Pseudomonas_putida
Total_Coding_Sequences,5804.0,5473.0,6131.0,4558.0,6766.0,6708.28,4604.02,4604.02,7087.0,Pseudomonas_putida
Genome_Size,6326426.0,6070820.0,6635465.0,5137631.0,7071445.0,7069270.36,5157521.0,5157521.0,7467685.0,Pseudomonas_putida
N50,339204.0,233977.0,449346.0,54425.0,1021479.0,815732.1999999996,68540.0,68540.0,815732.2,Vibrio_alginolyticus
number,104.0,91.0,123.0,63.0,263.0,219.9999999999999,68.2,68.2,220.0,Vibrio_alginolyticus
longest,763053.0,595273.0,1083302.0,146610.0,1858519.0,1858163.6,231693.2,231693.2,1858163.6,Vibrio_alginolyticus
GC_Content,0.445617,0.4452689999999999,0.446011,0.443592,0.449913,0.4471814,0.4438034,0.443,0.4483,Vibrio_alginolyticus
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.996,95.05,100.0,Vibrio_alginolyticus
Contamination,0.04,0.01,0.06,0.0,0.7,0.5259999999999991,0.0,0.0,3.76,Vibrio_alginolyticus
Total_Coding_Sequences,4735.0,4673.0,4802.0,4489.0,5246.0,5066.599999999999,4507.6,4483.0,5299.0,Vibrio_alginolyticus
Genome_Size,5263230.0,5173696.0,5285544.0,4986505.0,5658702.0,5488378.399999999,5018798.2,4895483.0,5724939.0,Vibrio_alginolyticus
N50,306806.0,243767.5,327633.0,118458.0,543970.0,543970.0,133753.8,133753.8,543970.0,Pseudomonas_glycinae
number,75.5,62.25,93.0,53.0,195.0,151.5249999999995,53.0,53.0,151.52,Pseudomonas_glycinae
longest,676422.0,527342.0,741695.0,323804.0,1016079.0,1015777.45,323887.25,323887.25,1015777.45,Pseudomonas_glycinae
GC_Content,0.6055225,0.605507,0.6055809999999999,0.605417,0.605758,0.6057506,0.6054429,0.6048,0.6058,Pseudomonas_glycinae
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,98.72,100.0,Pseudomonas_glycinae
Contamination,2.01,2.01,2.01,1.91,2.33,2.32075,1.91,1.91,4.6,Pseudomonas_glycinae
Total_Coding_Sequences,5759.0,5755.25,5767.0,5746.0,5809.0,5804.375,5747.85,5747.85,5867.0,Pseudomonas_glycinae
Genome_Size,6403187.0,6402213.5,6411498.0,6392998.0,6429952.0,6422280.975,6393889.7,6393889.7,6422280.98,Pseudomonas_glycinae
N50,168588.5,32526.5,327071.5,11170.0,754809.0,662397.4699999988,11869.06,11869.06,662397.47,Bifidobacterium_breve
number,47.0,28.0,145.25,7.0,404.0,403.045,7.0,7.0,403.04,Bifidobacterium_breve
longest,343493.0,94291.0,607606.25,37234.0,1065402.0,997342.0149999992,46826.02,46826.02,997342.01,Bifidobacterium_breve
GC_Content,0.588071,0.5866782500000001,0.5886752500000001,0.584983,0.5908829999999999,0.59040741,0.5851825949999999,0.5852,0.5938,Bifidobacterium_breve
Completeness_Specific,99.96,99.9,99.98,99.08,99.99,99.99,99.12775,94.55,99.99,Bifidobacterium_breve
Contamination,0.11,0.07,1.95,0.01,14.44,12.501349999999976,0.01,0.01,12.5,Bifidobacterium_breve
Total_Coding_Sequences,2008.5,1945.75,2081.5,1840.0,2427.0,2372.564999999999,1841.91,1841.91,2372.56,Bifidobacterium_breve
Genome_Size,2336433.5,2282169.75,2389195.25,2200810.0,2568621.0,2567893.29,2201031.56,2201031.56,2589602.0,Bifidobacterium_breve
N50,154061.0,102311.0,194832.0,53738.0,356591.0,326360.2399999999,55166.0,55166.0,326360.24,Streptococcus_salivarius
number,57.0,42.0,67.0,21.0,113.0,108.79999999999998,26.88,26.88,108.8,Streptococcus_salivarius
longest,308628.0,234018.0,416990.0,127184.0,681025.0,665781.5199999999,128520.44,128520.44,665781.52,Streptococcus_salivarius
GC_Content,0.397999,0.396729,0.399384,0.392915,0.40141,0.40101184,0.39308888,0.3931,0.4024,Streptococcus_salivarius
Completeness_Specific,99.99,99.99,100.0,99.97,100.0,100.0,99.97,93.91,100.0,Streptococcus_salivarius
Contamination,0.1,0.06,0.27,0.01,0.84,0.8063999999999999,0.01,0.01,7.69,Streptococcus_salivarius
Total_Coding_Sequences,2000.0,1952.0,2060.0,1871.0,2273.0,2262.08,1876.04,1876.04,2315.0,Streptococcus_salivarius
Genome_Size,2163612.0,2132588.0,2241745.0,2045045.0,2439818.0,2429848.04,2056384.16,1999501.0,2442990.0,Streptococcus_salivarius
N50,343829.0,80510.5,449506.0,5209.0,650550.0,641696.6599999999,6718.865,6718.86,641696.66,Streptomyces_albidoflavus
number,98.0,73.0,225.25,42.0,1914.0,1543.4699999999957,46.475,46.48,1543.47,Streptomyces_albidoflavus
longest,864822.5,250951.75,1090185.25,37813.0,1353841.0,1321549.3999999997,39662.07,39662.07,1321549.4,Streptomyces_albidoflavus
GC_Content,0.7336450000000001,0.7332177499999999,0.733959,0.727668,0.7360909999999999,0.73553789,0.7292315650000001,0.7292,0.7355,Streptomyces_albidoflavus
Completeness_Specific,100.0,100.0,100.0,94.3,100.0,100.0,95.3203,95.32,100.0,Streptomyces_albidoflavus
Contamination,0.06,0.04,0.1825,0.0,1.89,1.6035999999999968,0.0,0.0,1.6,Streptomyces_albidoflavus
Total_Coding_Sequences,6013.0,5854.0,6273.25,5725.0,8302.0,7375.674999999989,5774.225,5774.22,7375.67,Streptomyces_albidoflavus
Genome_Size,6956387.0,6789634.25,7159357.25,6452300.0,8764424.0,7738860.504999989,6505250.885,6341040.0,7738860.5,Streptomyces_albidoflavus
N50,147102.0,116954.5,176510.5,32482.0,309270.0,291900.3899999999,37628.62,37628.62,291900.39,Burkholderia_vietnamiensis
number,144.0,114.0,177.0,80.0,468.0,397.3199999999995,82.79,82.79,397.32,Burkholderia_vietnamiensis
longest,416873.0,327015.0,520154.5,149066.0,992816.0,953662.0699999996,165420.98,165420.98,953662.07,Burkholderia_vietnamiensis
GC_Content,0.66916,0.6673865,0.6711784999999999,0.661296,0.674824,0.67438318,0.6629355899999999,0.6629,0.6744,Burkholderia_vietnamiensis
